,Brand,Model,Color,Type,Rating,No_rating,Bought,Discounted_price,Original_price,Discount
201,realme,realme Buds,Twilight Purple,Wireless,3.7,807,1K+ bought in past month,"₹1,599","₹2,799",43%
202,amazon,amazon basics,AB,,3.6,344,1K+ bought in past month,₹499,"₹2,499",80%
203,truke,truke New Launch Crystal Dyno Leather Finish True,,Wireless,4.6,350,1K+ bought in past month,₹999,"₹2,999",67%
204,truke,truke New Launch Crystal Bass True,Cobalt Blue,Wireless,4.3,198,600+ bought in past month,₹799,"₹2,999",73%
205,Noise,Noise Buds N1 Pro,Upto,Wireless,3.9,"4,882",2K+ bought in past month,"₹1,799","₹4,999",64%
206,Portronics,Portronics Conch Theta A,Black,Wired,4.0,657,1K+ bought in past month,₹229,₹699,67%
207,OnePlus,OnePlus Buds 3,Green,Wireless,4.3,"7,202",4K+ bought in past month,"₹5,510","₹6,499",15%
208,realme,realme Buds,Dawn Silver,Wireless,3.7,807,1K+ bought in past month,"₹1,599","₹2,799",43%
209,Boult,Boult K10,Ice Blue,Wireless,4.0,"4,301",2K+ bought in past month,₹999,"₹2,499",60%
210,Boult,Boult Audio UFO,White Opal,Wireless,3.9,"5,413",1K+ bought in past month,"₹1,299","₹3,499",63%
211,boAt,"boAt Airdopes 91, 45HRS Battery, 50ms Low Latency, ENx Tech, Fast Charge, IPX4, IWP Tech, v5.3",Starry Blue,Wireless,3.4,"6,205",500+ bought in past month,₹799,"₹4,990",84%
212,Boat,Boat Airdopes 121 PRO,Active Black,Wireless,3.7,"23,079",500+ bought in past month,₹799,"₹2,990",73%
213,RTUSIA,RTUSIA Small,,Wireless,4.0,"5,256",50+ bought in past month,"₹2,499","₹6,999",64%
214,Amazon,Amazon Brand - Solimo,Black,Wired,3.2,168,,₹179,,
215,CrossBeats,CrossBeats Shuffl ANC Neckband,Black,Wireless,3.8,"1,483",200+ bought in past month,"₹1,798","₹4,999",64%
216,Boult,Boult Audio X1 Pro,Blue,Wired,3.9,"89,044",1K+ bought in past month,₹449,₹999,55%
217,boAt,"boAt New Launch Airdopes Plus 311, Glass Design, Dual Mics ENx, Fast Charge, 50 Hrs Battery, Low Latency, IPX4,",Midnight Blue,Wireless,3.8,764,4K+ bought in past month,₹999,"₹3,990",75%
218,Boat,"Boat Nirvana Ion, 120HRS Battery, Crystal Bionic Sound w/Dual EQ Modes, 4Mics ENx, App Support, Low Latency, IPX4, v.5.2",Ivory White,Wireless,3.9,"17,232",1K+ bought in past month,"₹1,698","₹7,990",79%
219,Boat,"Boat Rockerz 255 ANC, 100HRS Battery, Spatial Audio, 32dB ANC, Fast Charge(10Mins=24HRS), 3Mics AI-ENx Tech, 13mm Drivers,",Magenta Pop,Wireless,3.9,"227,086",1K+ bought in past month,"₹1,599","₹6,990",77%
220,Boult,Boult Audio Newly Launched XO Black,,Wired,4.0,193,2K+ bought in past month,₹349,₹999,65%
221,Boult,Boult Audio BassBuds X1,Blue,Wired,3.9,"89,044",1K+ bought in past month,₹349,₹999,65%
222,boAt,boAt Bassheads 242,Blue,Wired,4.1,"177,031",1K+ bought in past month,₹499,"₹1,490",67%
223,boAt,"boAt Airdopes Joy, 35Hrs Battery, Fast Charge, IWP Tech, Low Latency, 2Mic ENx, Type-C Port, v5.3",Dark Cyan,Wireless,3.4,868,2K+ bought in past month,₹999,"₹3,490",71%
224,Noise,Noise Buds N1,Up to,Wireless,4.0,"9,470",1K+ bought in past month,₹999,"₹3,499",71%
225,ZEBRONICS,ZEBRONICS Zeb Evolve,Gray,Wireless,3.6,"6,322",1K+ bought in past month,₹499,"₹1,499",67%
226,boAt,"boAt Airdopes 300, Cinematic Spatial Audio, 50HRS Battery, 4Mic AI ENx, Fast Charge, App Support, Low Latency, IPX4, v5.3",Chrome White,Wireless,4.0,"4,651",2K+ bought in past month,"₹1,498","₹6,490",77%
227,boAt,"boAt Airdopes 300, Cinematic Spatial Audio, 50H Battery, 4Mic AI ENx, Fast Charge, App Support, Low Latency, IPX4, v5.3",Purple Haze,Wireless,4.0,"4,651",2K+ bought in past month,"₹1,499","₹6,490",77%
228,pTron,pTron Bassbuds NX,Sand Brown,Wireless,3.4,"72,362",100+ bought in past month,₹599,"₹2,599",77%
229,pTron,pTron Tangent Duo In Ear,Jet Black,Wireless,3.7,809,300+ bought in past month,₹399,"₹1,899",79%
230,Kratos,Kratos,,Wireless,3.9,292,100+ bought in past month,₹799,"₹2,999",73%
231,Amazon,Amazon Brand - Solimo,Black,Wired,3.2,168,,₹179,,
232,truke,truke Newly Launched Buds Liberty Open Ear,,Wireless,3.8,859,700+ bought in past month,"₹1,599","₹6,999",77%
233,CrossBeats,CrossBeats Shuffl ANC Neckband,Black,Wireless,3.8,"1,483",200+ bought in past month,"₹1,798","₹4,999",64%
234,truke,truke New Launch Crystal Bass True,Matte Black,Wireless,4.3,198,600+ bought in past month,₹799,"₹2,999",73%
235,realme,realme Buds T200 Lite,Aurora Purple,,4.0,"26,192",1K+ bought in past month,"₹1,399","₹1,999",30%
236,Noise,Noise Buds VS104,Midnight Blue,Wireless,3.8,"26,469",1K+ bought in past month,"₹1,099","₹3,499",69%
237,Sony,Sony WI-C100,Black,Wireless,3.7,"11,909",1K+ bought in past month,"₹1,499","₹2,790",46%
238,boAt,"boAt Rockerz 255 Pro+, 60HRS Battery, Fast Charge, IPX7, Dual Pairing, Low Latency, Magnetic",Cosmic Grey,Wireless,3.9,"227,086",1K+ bought in past month,"₹1,299","₹3,990",67%
239,Noise,Noise Newly Launched Buds VS601,Cobalt Blue,Wireless,3.8,397,1K+ bought in past month,"₹1,399","₹3,999",65%
240,realme,realme Buds T200 Lite,Storm Grey,,4.0,"26,192",1K+ bought in past month,"₹1,399","₹1,999",30%
241,Portronics,Portronics Harmonics Z7,Black,Wireless,3.9,"1,870",1K+ bought in past month,₹539,"₹1,999",73%
242,Kratos,Kratos Cube Ear Buds,,Wireless,3.9,292,1K+ bought in past month,₹599,"₹2,099",71%
243,boAt,"boAt Nirvana Space, 360º Spatial Audio, Active Noise Cancellation (~32dB), 100Hrs Battery,4Mics ENx, Fast Charge, v5.3",Cosmic Black,Wireless,4.0,"4,101",1K+ bought in past month,"₹2,099","₹7,999",74%
244,Samsung,,,,4.0,"1,041",1K+ bought in past month,"₹1,759","₹1,999",12%
245,HP,HP H150 True,,Wireless,2.8,953,3K+ bought in past month,₹699,"₹2,499",72%
246,Noise,Noise Newly Launched Buds VS601,Copper Brown,Wireless,3.8,397,2K+ bought in past month,"₹1,399","₹3,999",65%
247,pTron,pTron Tangentbeat,Green,Wireless,3.8,"76,117",600+ bought in past month,₹599,"₹2,499",76%
248,pTron,pTron Newly Launched Tangent Eon BT v5.3,Grey,Wireless,3.7,"2,224",50+ bought in past month,₹599,"₹2,299",74%
249,Samsung,"Samsung Galaxy Buds2 Pro, with Innovative AI Features,",Graphite,Wireless,4.3,"9,456",900+ bought in past month,"₹9,999","₹19,999",50%
250,Boult,"Boult Audio Maverick with 35H Playtime, 45ms Xtreme Low Latency Mode, Quad Mic ENC, Type C Fast Charging (10Mins=120Mins), 10mm Drivers, BT 5.3, IPX5 Airbass True",Black,Wireless,3.8,"10,868",500+ bought in past month,₹799,"₹4,499",82%
251,Ambrane,Ambrane Stringz 38,Green,Wired,3.8,"22,547",700+ bought in past month,₹249,₹449,45%
252,pTron,pTron Tangent Flex,Bold Blue,Wireless,3.3,"1,103",800+ bought in past month,₹499,"₹1,999",75%
253,boAt,boAt Airdopes 163/ Airdopes 161,Bold Blue,,3.8,733,1K+ bought in past month,₹999,"₹2,490",60%
254,Ambrane,Ambrane,EP,Wired,3.8,"5,523",800+ bought in past month,₹159,₹299,47%
255,Noise,Noise Buds VS104,Charcoal Black,Wireless,3.8,"26,469",1K+ bought in past month,"₹1,099","₹3,499",69%
256,JBL,"JBL C200SI, Premium",Gray,Wired,4.0,"7,895",1K+ bought in past month,₹799,"₹1,499",47%
257,Boult,Boult Audio UFO,Smoky Metal,Wireless,3.9,"5,413",1K+ bought in past month,"₹1,299","₹3,499",63%
258,Ambrane,Ambrane,Stringz,Wired,3.8,"5,523",900+ bought in past month,₹169,₹449,62%
259,boAt,boAt Immortal 181,White Sabre,,3.6,58,400+ bought in past month,₹799,"₹3,499",77%
260,Sony,Sony WF-C510,,Wireless,3.8,"1,286",1K+ bought in past month,"₹3,989","₹8,990",56%
261,pTron,pTron Boom Play X2 In Ear Type C,Black,Wired,3.6,629,300+ bought in past month,₹399,"₹1,499",73%
262,pTron,pTron Bassbuds NX,Sand Brown,Wireless,3.4,"72,362",100+ bought in past month,₹599,"₹2,599",77%
263,Boult,Boult Z20,Pine Green,Wireless,4.2,"2,355",5K+ bought in past month,₹999,"₹5,499",82%
264,pTron,pTron Tangentbeat,Green,Wireless,3.8,"76,117",600+ bought in past month,₹599,"₹2,499",76%
265,pTron,pTron Newly Launched Tangent Eon BT v5.3,Grey,Wireless,3.7,"2,224",50+ bought in past month,₹599,"₹2,299",74%
266,iGear,iGear Crystal,Neon Green,Wireless,3.5,101,,"₹1,299","₹3,000",57%
267,HP,HP H100,,Wireless,2.5,55,1K+ bought in past month,₹499,"₹1,999",75%
268,Boat,Boat Newly Launched BassHeads 100 C,Maroon,Wired,4.1,"419,049",1K+ bought in past month,₹699,"₹1,990",65%
269,amazon,amazon basics,White,,3.6,"1,988",1K+ bought in past month,₹499,"₹2,499",80%
270,KZ,,,,4.0,153,1K+ bought in past month,"₹2,089","₹2,999",30%
271,ZEBRONICS,ZEBRONICS Zeb-Sound Bomb 1,Black,,3.5,"18,877",1K+ bought in past month,₹599,"₹2,499",76%
272,boAt,boAt BassHeads 95 (2025),Active Black,Wired,3.3,23,1K+ bought in past month,₹299,"₹1,199",75%
273,truke,truke Mega 9 New Launch True,,Wireless,4.7,94,200+ bought in past month,"₹1,299","₹3,999",68%
274,ZEBRONICS,ZEBRONICS Bro 3.5Mm,Black,Wired,3.4,"59,333",1K+ bought in past month,₹159,₹399,60%
275,Boult,Boult Audio Newly Launched XO Pro Black,,Wired,4.0,193,1K+ bought in past month,₹449,"₹1,199",63%
276,realme,realme Buds 3 (3.5 mm),Black,Wired,4.3,"149,022",,₹798,₹999,20%
277,Boult,Boult Z60,Spring Green,Wireless,3.8,"10,868",500+ bought in past month,₹899,"₹2,999",70%
278,JBL,JBL New Launch Tune Beam 2,Black,,4.0,580,1K+ bought in past month,"₹5,999","₹8,999",33%
279,RTUSIA,RTUSIA Small,,Wireless,4.0,"5,256",50+ bought in past month,"₹2,499","₹6,999",64%
280,Amazon,Amazon Brand - Solimo,Black,Wired,3.2,168,,₹179,,
281,Oraimo,Oraimo,White,Wired,3.8,"1,228",,₹299,,
282,pTron,pTron Tangentbeat,Dark Blue,Wireless,3.8,"76,117",1K+ bought in past month,₹599,"₹2,499",76%
283,Ambrane,Ambrane Stringz 38,Black,Wired,3.8,"22,547",800+ bought in past month,₹249,₹449,45%
284,truke,truke Buds F1 Ultra True,Black,Wireless,3.8,"2,679",1K+ bought in past month,₹799,"₹2,999",73%
285,Ambrane,Ambrane Stringz 38,Green,Wired,3.8,"22,547",1K+ bought in past month,₹279,₹449,38%
286,Ambrane,Ambrane,EP,Wired,3.8,"5,523",1K+ bought in past month,₹179,₹299,40%
287,Xiaomi,Xiaomi Type-C,Black,,3.8,288,1K+ bought in past month,₹599,₹999,40%
288,Noise,Noise Airwave,Upto,,3.8,"18,072",500+ bought in past month,₹999,"₹2,499",60%
289,KZ,KZ EDC PRO IEM,DD,Wired,4.0,201,1K+ bought in past month,₹788,"₹1,399",44%
290,Portronics,Portronics Harmonics Twins S18,Black,,4.0,272,500+ bought in past month,₹699,"₹1,999",65%
291,Sony,Sony WI-C100,Blue,Wireless,3.7,"11,909",500+ bought in past month,"₹1,498","₹2,790",46%
292,boAt,boAt Rockerz 150 Pro,Black,,3.5,"1,680",1K+ bought in past month,"₹1,399","₹3,990",65%
293,Boult,Boult Audio ZCharge,Black,,3.7,"29,790",1K+ bought in past month,₹799,"₹4,999",84%
294,pTron,pTron Bassbuds NX,Sand Brown,Wireless,3.4,"72,362",100+ bought in past month,₹599,"₹2,599",77%
295,Kratos,Kratos,,Wireless,3.9,292,100+ bought in past month,₹799,"₹2,999",73%
296,pTron,pTron Tangent Duo In Ear,Jet Black,Wireless,3.7,809,300+ bought in past month,₹399,"₹1,899",79%
297,RTUSIA,RTUSIA Small,,Wireless,4.0,"5,256",50+ bought in past month,"₹2,499","₹6,999",64%
298,CrossBeats,CrossBeats Shuffl ANC Neckband,Black,Wireless,3.8,"1,483",200+ bought in past month,"₹1,798","₹4,999",64%
299,Elver,Elver Active Gen One,Matte Black,Wireless,4.0,49,100+ bought in past month,₹999,"₹2,999",67%
300,Ambrane,Ambrane Type C,Stringz,Wired,3.4,751,900+ bought in past month,₹329,₹699,53%
301,pTron,pTron Tangent Duo In Ear,Jet Black,Wireless,3.7,809,300+ bought in past month,₹399,"₹1,899",79%
302,truke,truke New Launch Crystal Dyno Leather Finish True,,Wireless,4.6,350,1K+ bought in past month,₹999,"₹2,999",67%
303,Wireless,Wireless,,Wireless,4.0,15,500+ bought in past month,₹335,₹999,66%
304,boAt,"boAt Airdopes 91, 45HRS Battery, 50ms Low Latency, ENx Tech, Fast Charge, IPX4, IWP Tech, v5.3",Mist Grey,Wireless,3.4,"6,205",1K+ bought in past month,₹789,"₹4,990",84%
305,amazon,amazon basics,AB,,3.4,380,500+ bought in past month,₹549,"₹2,499",78%
306,Boult,Boult Audio Curve Max,Black,Wireless,3.7,"110,772",500+ bought in past month,₹899,"₹5,499",84%
307,boAt,"boAt New Launch Nirvana Crystl, Transparent Case,Spatial Audio, ANC(~32dB), 100Hrs Battery,4Mics ENx, Dual Pair,App Support,",Blazing Red,Wireless,4.5,457,400+ bought in past month,"₹2,199","₹10,990",80%
308,Noise,Noise Buds N1 Pro,Upto,Wireless,3.9,"4,882",1K+ bought in past month,"₹1,799","₹4,999",64%
309,Bouncefit,Bouncefit,Black,Wireless,4.4,65,500+ bought in past month,₹499,"₹2,999",83%
310,amazon,amazon basics,AB,,3.4,380,500+ bought in past month,₹549,"₹2,499",78%
311,boAt,"boAt Airdopes 141 Pro Buds, 13mm Drivers, Metallic Finish, 60HRS Battery, 4Mics ENx, Fast Charge, IPX5, v5.3",Martian Green,Wireless,3.4,139,500+ bought in past month,₹799,"₹4,990",84%
312,Noise,Noise Newly Launched Buds VS601,Cobalt Blue,Wireless,3.8,397,1K+ bought in past month,"₹1,399","₹3,999",65%
313,Noise,Noise Newly Launched Air Buds Pro 6,up to,Wireless,4.0,"2,844",200+ bought in past month,"₹2,999","₹3,999",25%
314,pTron,pTron Tangentbeat,Green,Wireless,3.8,"76,117",600+ bought in past month,₹599,"₹2,499",76%
315,Ambrane,Ambrane,Stringz,Wired,3.2,846,400+ bought in past month,₹249,₹599,58%
316,Boult,Boult Audio Z40 True,Black,Wireless,3.8,"34,264",2K+ bought in past month,,,
317,Portronics,Portronics Harmonics Twins S3 Smart,Black,,3.8,"1,760",500+ bought in past month,₹699,"₹1,999",65%
318,amazon,amazon basics,AB,,3.6,344,500+ bought in past month,₹499,"₹2,499",80%
319,Noise,Noise Buds N1 Pro,Upto,Wireless,3.9,"4,882",1K+ bought in past month,"₹1,799","₹4,999",64%
320,JBL,JBL Tune 310,Black,Wired,3.2,"1,031",1K+ bought in past month,"₹1,499","₹1,999",25%
321,realme,,Ivory Gold,,4.2,188,1K+ bought in past month,"₹3,299","₹4,999",34%
322,JBL,JBL C100SI,White,Wired,4.0,"23,263",500+ bought in past month,₹599,"₹1,299",54%
323,Boult,Boult Audio ZCharge,Blue,,3.7,"29,790",500+ bought in past month,₹799,"₹4,999",84%
324,Ambrane,Ambrane Stringz 38,Space Grey,Wired,3.8,"22,547",500+ bought in past month,₹249,₹449,45%
325,iPhone,iPhone,,Wired,3.5,3,300+ bought in past month,₹465,"₹1,599",71%
326,JBL,"JBL C50HI,",Blue,Wired,3.9,"42,590",500+ bought in past month,₹499,₹669,25%
327,pTron,pTron Newly Launched Tangent Eon BT v5.3,Grey,Wireless,3.7,"2,224",50+ bought in past month,₹599,"₹2,299",74%
328,PHILIPS,PHILIPS TAT1150BK/94 Premium,Deep Black,Wireless,2.9,20,100+ bought in past month,"₹1,999","₹3,999",50%
329,Jxrev,Jxrev,,Wireless,4.2,"13,287",,"₹1,399","₹4,999",72%
330,CrossBeats,CrossBeats Shuffl ANC Neckband,Black,Wireless,3.8,"1,483",200+ bought in past month,"₹1,798","₹4,999",64%
331,Elver,Elver Active Gen One,Matte Black,Wireless,4.0,49,100+ bought in past month,₹999,"₹2,999",67%
332,iGear,iGear Crystal,Neon Green,Wireless,3.5,101,,"₹1,299","₹3,000",57%
333,Noise,Noise Aura Buds,Aura Black,Wireless,4.0,"2,844",500+ bought in past month,"₹1,299","₹4,499",71%
334,Noise,Noise Airwave,Upto,,3.8,"18,072",500+ bought in past month,₹999,"₹2,499",60%
335,PHILIPS,PHILIPS Audio TAE1159GD/00,Gold,Wired,3.6,81,500+ bought in past month,₹449,₹999,55%
336,Boat,"Boat Rockerz 255 ANC, 100HRS Battery, Spatial Audio, 32dB ANC, Fast Charge(10Mins=24HRS), 3Mics AI-ENx Tech, 13mm Drivers,",Marine Blue,Wireless,3.9,"227,086",500+ bought in past month,"₹1,799","₹6,990",74%
337,boAt,"boAt Airdopes 141 ANC (~32dB), 50ms Low Latency, 4Mics ENx, 42Hrs Battery, Fast Charge, IPX5, v5.3",White,Wireless,3.8,"169,246",500+ bought in past month,"₹1,299","₹5,990",78%
338,Boat,"Boat Rockerz 111, 40HRS Battery, Dual Device Pairing, ENx Tech, Low Latency Mode, Fast Charging, BTv5.3, IPX5, Type-C Interface,",Active Black,Wireless,3.6,"1,419",500+ bought in past month,₹899,"₹2,490",64%
339,Zebronics,Zebronics Zeb-Buds C2,Black,Wired,3.4,"1,903",500+ bought in past month,₹299,₹699,57%
340,Boat,Boat Airdopes 411ANC,Grey Hurricane,,3.4,93,500+ bought in past month,"₹1,399","₹4,990",72%
341,Ambrane,Ambrane,Stringz,Wired,3.2,846,700+ bought in past month,₹249,₹599,58%
342,ZEBRONICS,ZEBRONICS Zeb Evolve,Blue,Wireless,3.6,"5,102",1K+ bought in past month,₹499,"₹1,499",67%
343,Bouncefit,Bouncefit,Black,Wireless,4.3,369,500+ bought in past month,₹449,"₹2,999",85%
344,truke,truke Newly Launched Buds Liberty Open Ear,,Wireless,3.8,859,700+ bought in past month,"₹1,599","₹6,999",77%
345,RTUSIA,RTUSIA Small,,Wireless,4.0,"5,256",50+ bought in past month,"₹2,499","₹6,999",64%
346,Amazon,Amazon Brand - Solimo,Black,Wired,3.2,168,,₹179,,
347,Oraimo,Oraimo,White,Wired,3.8,"1,228",,₹299,,
348,boAt,"boAt Airdopes Ultra Pro (2025), 100Hrs Battery, Dual Pairing, Spatial Audio, App Support, Fast Charge, 4Mics ENx, v5.3",Gunmetal Black,Wireless,4.4,329,1K+ bought in past month,"₹1,999","₹6,990",71%
349,Ambrane,Ambrane,Stringz,Wired,3.8,"5,523",900+ bought in past month,₹199,₹449,56%
350,Apple,,,,4.0,733,800+ bought in past month,"₹1,900","₹2,000",5%
351,boAt,"boAt Airdopes 800 HiDef, Hi-Res Audio LDAC, 4Mic ENx, App Support, ASAP Charge, IPX5, Low Latency, Dual Pairing, BTv5.3,",Graphite Grey,Wireless,4.0,"3,927",500+ bought in past month,"₹1,799","₹7,490",76%
352,Samsung,,Graphite,,4.0,"1,495",1K+ bought in past month,"₹5,499","₹12,999",58%
353,boAt,"boAt Airdopes 141 Pro Buds, 13mm Drivers, Metallic Finish, 60HRS Battery, 4Mics ENx, Fast Charge, IPX5, v5.3",Surfer Silver,Wireless,3.4,139,500+ bought in past month,"₹1,299","₹4,990",74%
354,Samsung,,White,,4.0,"1,495",600+ bought in past month,"₹5,499","₹12,999",58%
355,boAt,boAt Bassheads 105,Green,Wired,4.0,"38,296",200+ bought in past month,₹399,₹999,60%
356,Concept,"Concept Kart Kz Edx Pro Iem Earphone,Hifi Stereo Special Dual Magnetic Circuit Dynamic Driver Resin Inlay Metal Process In-Ear Monitors",White,Wired,3.8,"1,636",500+ bought in past month,"₹1,139","₹1,999",43%
357,pTron,pTron Tangentbeat In Ear,Dark Green,Wireless,3.8,"76,117",800+ bought in past month,₹599,"₹2,499",76%
358,boAt,boAt Airdopes Primo,Active Black,,3.4,102,3K+ bought in past month,₹799,"₹4,490",82%
359,soundcore,soundcore by Anker R50i VI True,,Wireless,4.3,"38,372",500+ bought in past month,"₹1,298","₹2,249",42%
360,pTron,pTron Newly Launched Tangent Eon BT v5.3,Grey,Wireless,3.7,"2,224",50+ bought in past month,₹599,"₹2,299",74%
361,PHILIPS,PHILIPS TAT1150BK/94 Premium,Deep Black,Wireless,2.9,20,100+ bought in past month,"₹1,999","₹3,999",50%
362,pTron,pTron Bassbuds NX,Sand Brown,Wireless,3.4,"72,362",100+ bought in past month,₹599,"₹2,599",77%
363,CrossBeats,CrossBeats Shuffl ANC Neckband,Black,Wireless,3.8,"1,483",200+ bought in past month,"₹1,798","₹4,999",64%
364,Elver,Elver Active Gen One,Matte Black,Wireless,4.0,49,100+ bought in past month,₹999,"₹2,999",67%
365,pTron,pTron Tangentbeat,Green,Wireless,3.8,"76,117",600+ bought in past month,₹599,"₹2,499",76%
366,Mustang,Mustang Newly Launched Dyno,Grey,Wireless,4.0,"6,023",300+ bought in past month,"₹1,799","₹4,999",64%
367,boAt,boAt Airdopes 163/ Airdopes 161,Ivory White,,3.8,733,1K+ bought in past month,"₹1,099","₹2,490",56%
368,boAt,boAt BassHeads 122 ANC,Black,Wired,3.3,654,1K+ bought in past month,₹999,"₹2,999",67%
369,Noise,Noise Newly Launched Air Clips,Pearl Black,Wireless,2.5,117,500+ bought in past month,"₹2,999","₹3,999",25%
370,pTron,pTron Pride Lite,Blue,Wired,3.8,"5,714",1K+ bought in past month,₹229,₹899,75%
371,Boat,Boat Immortal 121,White Sabre,,3.5,"2,278",400+ bought in past month,₹899,"₹3,499",74%
372,PHILIPS,PHILIPS Audio TAE1159BK/00,Black,Wired,3.8,358,500+ bought in past month,₹399,₹999,60%
373,realme,,Moss Green,,4.2,188,1K+ bought in past month,"₹3,299","₹4,999",34%
374,Noise,Noise Newly Launched Buds VS601,Silver Grey,Wireless,3.8,397,500+ bought in past month,"₹1,399","₹3,999",65%
375,amazon,amazon basics,AB,,3.6,344,500+ bought in past month,₹499,"₹2,499",80%
376,Earphones,Earphones BT R20 for Realme Narzo 50 Earphone Original Like,ST,Wired,200,,200+ bought in past month,₹349,₹999,65%
377,GZTISHot,GZTISHot',White,Wired,5.0,8,200+ bought in past month,₹468,"₹1,699",72%
378,RTUSIA,RTUSIA Small,,Wireless,4.0,"5,256",50+ bought in past month,"₹2,499","₹6,999",64%
379,iGear,iGear Crystal,Neon Green,Wireless,3.5,101,,"₹1,299","₹3,000",57%
380,Amazon,Amazon Brand - Solimo,Black,Wired,3.2,168,,₹179,,
381,JBL,JBL Tune 310,Blue,Wired,3.0,626,500+ bought in past month,"₹1,499","₹1,999",25%
382,Samsung,,,,3.8,"1,412",700+ bought in past month,₹869,₹999,13%
383,pTron,"pTron Newly Launched Tangent Evolve with 34Hrs Playtime, HD Mic, Pristine Sound,",Black,Wireless,4.0,149,400+ bought in past month,₹599,"₹1,999",70%
384,pTron,pTron Tangent Duo,Black,Wireless,3.6,"3,171",400+ bought in past month,₹399,"₹1,899",79%
385,Mivi,"Mivi SuperPods Halo [Flagship Launch], 35dB ANC Active Noise Cancellation",,Wireless,3.9,"5,110",900+ bought in past month,"₹1,999","₹7,499",73%
386,amazon,amazon basics,AB,,3.4,380,500+ bought in past month,₹549,"₹2,499",78%
387,realme,realme Buds T01,Black,Wireless,3.6,325,700+ bought in past month,"₹1,099","₹2,999",63%
388,boAt,"boAt Rockerz 255 Z Plus, AI-ENx Tech, Spatial Audio, 50HRS Battery, Low Latency Mode, Fast Charge, App Support, IPX4, GFPS, BT v5.3,",Pine Green,Wireless,3.9,"227,086",1K+ bought in past month,"₹1,299","₹4,490",71%
389,Noise,"Noise Master Buds, Sound by Bose",Onyx,,3.9,640,500+ bought in past month,"₹7,999",,
390,Zebronics,Zebronics Zeb-Corolla In Ear,,Wired,3.5,"4,938",500+ bought in past month,₹169,₹399,58%
391,boAt,boAt Nirvana X,Cosmic Onyx,Wireless,4.0,506,500+ bought in past month,"₹2,499","₹8,990",72%
392,Noise,Noise Buds VS104,Snow White,Wireless,3.8,"26,469",1K+ bought in past month,"₹1,099","₹3,499",69%
393,Kratos,Kratos Neckband,,,3.4,137,700+ bought in past month,₹299,"₹1,499",80%
394,Noise,Noise Newly Launched Air Buds Pro 6,up to,Wireless,4.0,"2,844",200+ bought in past month,"₹2,999","₹3,999",25%
395,pTron,pTron Newly Launched Tangent Eon BT v5.3,Grey,Wireless,3.7,"2,224",50+ bought in past month,₹599,"₹2,299",74%
396,pTron,pTron Tangentbeat,Green,Wireless,3.8,"76,117",600+ bought in past month,₹599,"₹2,499",76%
397,pTron,pTron Newly Launched Tangent Eon BT v5.3,Grey,Wireless,3.7,"2,224",50+ bought in past month,₹599,"₹2,299",74%
398,iGear,iGear Crystal,Neon Green,Wireless,3.5,101,,"₹1,299","₹3,000",57%
399,iQOO,iQOO,Flame Yellow,,4.2,588,1K+ bought in past month,"₹1,899","₹2,099",10%
400,boAt,"boAt Airdopes 800, Dolby Audio, Adaptive EQ by Mimi, 4Mics AI ENx, App Support, Fast Charge, Low Latency, IPX5, v5.3",Interstellar Blue,Wireless,4.0,"3,927",500+ bought in past month,"₹1,799","₹6,490",72%
401,boAt,"boAt Airdopes 280 ANC, Active Noise Cancellation(~32dB), 60Hrs Battery, 13mm Drivers, 4Mics ENx, Fast Charge, IPX5, v5.3",Mint Blue,Wireless,3.5,"2,490",300+ bought in past month,"₹1,249","₹6,990",82%
402,boAt,"boAt Rockerz 111, 40HRS Battery, Dual Device Pairing, ENx Tech, Low Latency Mode, Fast Charging, BTv5.3, IPX5, Type-C Interface,",Ash Grey,Wireless,3.6,"1,419",1K+ bought in past month,₹899,"₹2,490",64%
403,amazon,amazon basics,White,,3.5,513,400+ bought in past month,₹499,"₹1,999",75%
404,boAt,boAt Rockerz 210 ANC,Onyx Black,,3.6,"1,700",500+ bought in past month,"₹1,499","₹5,990",75%
405,HAMMER,HAMMER New Launch Ultra Pods,Blue,Wireless,3.0,385,600+ bought in past month,₹699,"₹3,499",80%
406,realme,realme,Silver Blue,,4.1,"2,530",700+ bought in past month,"₹4,499","₹7,999",44%
407,Samsung,,Silver,,3.9,394,1K+ bought in past month,"₹18,499","₹24,999",26%
408,Ambrane,Ambrane Type C,Stringz,Wired,3.4,751,500+ bought in past month,₹329,₹699,53%
409,Noise,Noise Aura Buds,Aura White,Wireless,4.0,"2,844",500+ bought in past month,"₹1,299","₹4,499",71%
410,boAt,"boAt Rockerz 280 ANC w/Crystal Bionic Sound Powered by Dirac Opteo, Active Noise Cancellation, 13mm Drivers, ASAP Charge, 24H Playback & ENx Tech in- Ear",Gunmetal Black,,3.8,64,500+ bought in past month,"₹1,299","₹4,990",74%
411,RTUSIA,RTUSIA Small,,Wireless,4.0,"5,256",50+ bought in past month,"₹2,499","₹6,999",64%
412,Amazon,Amazon Brand - Solimo,Black,Wired,3.2,168,,₹179,,
413,Oraimo,Oraimo,White,Wired,3.8,"1,228",,₹299,,
414,Sennheiser,Sennheiser CX 80S,,Wired,4.2,"1,612",400+ bought in past month,"₹1,689","₹2,490",32%
415,Ambrane,Ambrane Type C,Stringz,Wired,3.8,"3,127",400+ bought in past month,₹349,₹899,61%
